"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Gender_H","Age_Range_H","Clublounge_Used_H","Spa_Used_H","Likelihood_Recommend_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Country_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"59","CONVENTION",3601,"KING","2014-12-01",2,1,"BUSINESS",310,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",310,"Male","36-45","No","No",8,8,8,8,7,7,7,8,NA,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Passive"
"60","CONVENTION",3110,"NVWK","2014-12-01",2,1,"BUSINESS",310,96.15,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",155,"Male","76+","","",10,10,NA,10,10,NA,NA,NA,NA,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"61","CONVENTION",1122,"DDBL","2014-12-02",1,1,"BUSINESS",169,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",169,"Male","56-65","","",9,9,NA,9,9,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Global Contact Center","Promoter"
"62","TRANSIENT",302,"PATK","2014-12-02",1,2,"BUSINESS",236.1,32,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",236.1,"Female","46-55","","",7,7,NA,7,7,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Passive"
"63","TRANSIENT",609,"VW1K","2014-12-01",2,1,"BUSINESS",340,15.25,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",170,"","","","",10,7,10,7,9,8,10,9,8,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","GDS","Promoter"
"64","TRANSIENT",1501,"VW1K","2014-12-02",1,2,"BUSINESS",148.12,39.75,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",60.87,"Female","56-65","","",9,9,NA,9,10,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"65","TRANSIENT",336,"DDBL","2014-12-01",2,1,"BUSINESS",435.1,42.25,"CONFRM","TRANSIENT","UNITED STATES","","Past",435.1,"Female","36-45","","",10,10,NA,10,9,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Hotel","Promoter"
"66","TRANSIENT",855,"KING","2014-12-02",1,1,"BUSINESS",40,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",40,"Female","56-65","","",7,4,NA,5,9,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Passive"
"67","TRANSIENT",1172,"QUEN","2014-12-02",1,1,"BUSINESS",100,2,"CONFRM","TRANSIENT","","","Future",100,"Female","26-35","","",8,8,NA,9,9,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","GDS","Passive"
"68","TRANSIENT",1347,"QUEN","2014-12-01",2,1,"LEISURE",288,2,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",288,"Male","66-75","","",10,9,NA,9,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Promoter"
"69","TRANSIENT",452,"KING","2014-12-02",1,1,"BUSINESS",123,0,"CONFRM","TRANSIENT","","","Future",123,"Male","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","GDS","Promoter"
"70","TRANSIENT",732,"KING","2014-12-02",1,1,"BUSINESS",188.1,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",188.1,"Female","46-55","","",10,9,9,9,9,9,9,9,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"71","TRANSIENT",950,"QUEN","2014-12-01",2,1,"BUSINESS",251.84,60,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",270,"Male","46-55","","",8,7,8,7,8,8,9,8,9,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Passive"
"72","TRANSIENT",243,"QUEN","2014-12-02",1,1,"BUSINESS",199,65,"CONFRM","TRANSIENT","UNITED STATES","","Future",199,"Female","26-35","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"73","TRANSIENT",1013,"AFRM","2014-12-02",1,1,"BUSINESS",206.1,19,"CONFRM","TRANSIENT","UNITED STATES","","Past",206.1,"Female","76+","","",1,10,10,10,1,1,NA,1,NA,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Detractor"
"74","TRANSIENT",504,"QUEN","2014-12-02",1,2,"BUSINESS",129,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",129,"Female","56-65","","",10,10,10,10,10,10,10,10,10,"Dallas","Texas","United States",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Promoter"
"75","CONVENTION",810,"EXST","2014-12-01",2,1,"BUSINESS",450,0,"CONFRM","CONVENTION","UNITED STATES","","Future",450,"Male","66-75","","No",9,10,10,10,10,9,10,10,8,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
"76","TRANSIENT",614,"KING","2014-12-02",1,1,"BUSINESS",300,68.65,"CONFRM","TRANSIENT","UNITED STATES","","Future",289,"Female","46-55","","",2,6,NA,6,5,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Detractor"
"77","CONVENTION",729,"KING","2014-12-01",2,1,"BUSINESS",428,63,"CONFRM","CONVENTION","UNITED STATES","Platinum","Future",428,"Male","56-65","","No",5,8,6,8,6,6,7,NA,7,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Detractor"
"78","TRANSIENT",723,"RM2Q","2014-12-02",1,2,"BUSINESS",289,88,"CONFRM","TRANSIENT","UNITED STATES","","Future",289,"Male","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
"79","TRANSIENT",319,"KING","2014-12-02",1,2,"BUSINESS",242.89,68.68,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",80,"Male","66-75","","",5,9,NA,9,9,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Detractor"
"80","CONVENTION",224,"KING","2014-12-01",2,1,"BUSINESS",418,0,"CONFRM","CONVENTION","UNITED STATES","","Future",418,"Male","56-65","","No",9,10,10,10,10,9,9,9,9,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
"81","CONVENTION",423,"KING","2014-12-02",1,1,"BUSINESS",209,0,"CONFRM","CONVENTION","UNITED STATES","","Future",209,"Female","36-45","","",10,10,NA,9,10,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
"82","CONVENTION",432,"RM2Q","2014-12-02",1,1,"BUSINESS",209,0,"CONFRM","CONVENTION","UNITED STATES","","Future",209,"Male","46-55","","",8,8,NA,8,8,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Passive"
"83","CONVENTION",730,"KING","2014-12-02",1,1,"BUSINESS",209,0,"CONFRM","CONVENTION","UNITED STATES","","Future",209,"Female","26-35","","No",10,10,10,10,10,10,10,10,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
"84","TRANSIENT",347,"DLXK","2014-12-02",1,1,"BUSINESS",464,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",464,"Female","46-55","","",9,9,NA,9,1,NA,NA,NA,NA,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels","Promoter"
"85","TRANSIENT",246,"RM2Q","2014-12-02",1,1,"BUSINESS",311.77,50.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",324,"Female","56-65","","No",10,10,10,10,9,9,NA,10,10,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Global Contact Center","Promoter"
"86","TRANSIENT",625,"CONF","2014-12-02",1,1,"BUSINESS",256.77,1.91,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",324,"Male","46-55","","No",9,9,9,9,9,7,7,9,9,"DFW Airport","Texas","United States",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Global Contact Center","Promoter"
"87","CONVENTION",1017,"AFRM","2014-12-01",2,1,"BUSINESS",170,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",170,"Male","46-55","No","",9,9,8,9,9,8,1,7,9,"Richardson","Texas","United States",49,"Hyatt Regency","Regency Club",342,18,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"88","TRANSIENT",712,"DDBL","2014-12-02",1,1,"BUSINESS",143.65,15,"CONFRM","TRANSIENT","","","Future",143.65,"Male","46-55","","",4,4,NA,4,4,NA,NA,NA,NA,"Richardson","Texas","United States",49,"Hyatt Regency","Regency Club",342,18,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","GDS","Detractor"
"89","TRANSIENT",305,"DDBL","2014-12-01",2,1,"BUSINESS",161.02,55,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",297,"Female","56-65","","",2,4,NA,4,5,NA,NA,NA,NA,"Richardson","Texas","United States",49,"Hyatt Regency","Regency Club",342,18,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","GDS","Detractor"
"90","TRANSIENT",1723,"BUSD","2014-12-02",1,1,"BUSINESS",179,15,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",179,"Female","46-55","No","",10,10,10,10,10,9,10,10,10,"Richardson","Texas","United States",49,"Hyatt Regency","Regency Club",342,18,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"91","TRANSIENT",1612,"QNQN","2014-12-01",2,1,"BUSINESS",318,0,"CONFRM","TRANSIENT","","","Past",318,"Female","56-65","","",10,10,10,10,10,10,10,10,10,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","GDS","Promoter"
"92","TRANSIENT",1510,"QNQN","2014-12-02",1,1,"BUSINESS",129,31.5,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Past",129,"Male","56-65","","",10,10,10,10,10,10,10,10,10,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Digital Channels","Promoter"
"93","TRANSIENT",1804,"KING","2014-12-02",1,1,"BUSINESS",146.1,13.18,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",146.1,"Male","46-55","","",9,10,7,7,9,8,3,6,7.5,"Dallas","Texas","United States",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Digital Channels","Promoter"
"94","TRANSIENT",320,"ADDS","2014-12-02",1,1,"BUSINESS",99,19.16,"CONFRM","TRANSIENT","","","Future",99,"Male","36-45","","",9,9,9,9,9,9,NA,9,7,"Houston","Texas","United States",34,"Hyatt","",335,8,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","GDS","Promoter"
"95","CONTRACT",404,"DDBL","2014-12-01",2,1,"BUSINESS",140,0,"CONFRM","CONTRACT","UNITED STATES","","Future",140,"Male","46-55","","",6,7,3,6,8,8,8,8,NA,"Houston","Texas","United States",34,"Hyatt","",335,8,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Hotel","Detractor"
"96","TRANSIENT",803,"DDBL","2014-12-01",2,2,"BUSINESS",190,6.75,"CONFRM","TRANSIENT","UNITED STATES","","Future",190,"Male","36-45","","",10,8,9,8,10,10,8,10,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Hotel","Promoter"
"97","TRANSIENT",818,"KING","2014-12-02",1,1,"BUSINESS",322,35.45,"CONFRM","TRANSIENT","","","Past",329,"Male","56-65","","",9,7,NA,9,10,NA,NA,NA,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","GDS","Promoter"
"98","CONVENTION",853,"KING","2014-12-01",2,1,"BUSINESS",378,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",378,"Male","56-65","No","",10,9,10,9,10,10,10,9,9,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"99","CONVENTION",1554,"DDBL","2014-12-01",2,1,"BUSINESS",230,27,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",230,"Male","56-65","","",7,4,NA,4,10,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Passive"
"100","CONVENTION",2132,"DLXS","2014-12-02",1,1,"BUSINESS",219,0,"CONFRM","CONVENTION","UNITED STATES","Courtesy","Future",438,"Male","46-55","","",9,9,NA,9,10,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels","Promoter"
"101","TRANSIENT",2341,"CLBK","2014-12-01",2,1,"LEISURE",330,0,"CONFRM","TRANSIENT","","","Future",330,"Male","46-55","","",10,9,NA,9,9,NA,NA,NA,NA,"San Antonio","Texas","United States",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","GDS","Promoter"
"102","CONVENTION",146,"ADKT","2014-12-01",2,1,"BUSINESS",378,65,"CONFRM","CONVENTION","UNITED STATES","","Future",378,"Male","26-35","","",9,9,NA,9,10,NA,NA,NA,NA,"San Antonio","Texas","United States",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"103","TRANSIENT",425,"RM01","2014-12-02",2,2,"BUSINESS",398,93,"CONFRM","TRANSIENT","UNITED STATES","","Future",398,"Male","66-75","","",9,7,9,10,10,10,9,10,NA,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet","Promoter"
"104","TRANSIENT",418,"1BED","2014-12-03",1,1,"BUSINESS",206.1,37,"CONFRM","TRANSIENT","UNITED STATES","","Future",206.1,"Male","46-55","","",10,9,8,8,9,10,8,10,9,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"105","TRANSIENT",709,"ADQT","2014-12-03",1,2,"BUSINESS",185.05,0,"CONFRM","TRANSIENT","","","Future",185.05,"Female","26-35","","",10,9,NA,10,10,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet","Promoter"
"106","TRANSIENT",407,"QNQN","2014-12-03",1,2,"BUSINESS",185.05,44.5,"CONFRM","TRANSIENT","","","Future",185.05,"Female","56-65","","",9,9,6,9,9,9,NA,10,NA,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet","Promoter"
"107","TRANSIENT",808,"1VWK","2014-12-02",2,1,"BUSINESS",652.16,56,"CONFRM","TRANSIENT","MONACO","","Future",738,"Female","36-45","","",5,7,7,7,10,10,10,10,10,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet","Detractor"
"108","TRANSIENT",503,"QNQN","2014-12-03",1,2,"BUSINESS",273.1,12.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",273.1,"Male","46-55","","",2,7,NA,6,2,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center","Detractor"
"109","TRANSIENT",443,"EXCK","2014-12-03",1,1,"LEISURE",579,240.6,"CONFRM","TRANSIENT","UNITED STATES","","Past",479,"Male","36-45","","",1,NA,NA,1,5,NA,NA,NA,NA,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Detractor"
"110","TRANSIENT",302,"1BED","2014-12-03",1,2,"BUSINESS",269.1,64.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",269.1,"Prefer not to answer","46-55","","",10,10,10,10,10,10,9,10,10,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"111","CONVENTION",3205,"NVWD","2014-12-03",1,1,"BUSINESS",139,0,"CONFRM","CONVENTION","UNITED STATES","","Future",139,"Male","56-65","No","No",9,10,9,9,9,9,10,10,9,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"112","CONVENTION",3021,"KING","2014-12-03",1,1,"BUSINESS",159,0,"CONFRM","CONVENTION","UNITED STATES","","Future",159,"Female","46-55","No","No",10,10,10,10,10,10,10,10,10,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"113","TRANSIENT",548,"JRSK","2014-12-03",1,2,"BUSINESS",251.1,18.5,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",251.1,"Female","56-65","","",10,10,10,10,10,10,10,10,10,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"114","TRANSIENT",432,"1BED","2014-12-03",1,1,"LEISURE",458,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",229,"Male","26-35","","",7,10,1,10,7,8,10,3,8.5,"Austin","Texas","United States",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel","Passive"
"115","CONVENTION",2704,"CLBD","2014-12-03",1,1,"BUSINESS",159,0,"CONFRM","CONVENTION","UNITED STATES","","Future",159,"Female","46-55","No","No",10,9,9,10,9,9,NA,10,9,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
"116","CONVENTION",2626,"CLBD","2014-12-03",1,1,"BUSINESS",159,24.78,"CONFRM","CONVENTION","UNITED STATES","","Future",159,"Female","46-55","No","No",9,9,10,9,9,9,8,9,9,"Lost Pines","Texas","United States",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels","Promoter"
